COUNTRY,STATE,COUNTY,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH,MONYR
U.S.A.,California,,"$2,530.96",$553.52,FURNITURE,BED,1995,4,Nov,NOV95
U.S.A.,California,,$116.96,"$1,772.08",FURNITURE,BED,1995,4,Dec,DEC95
U.S.A.,California,,"$1,633.36",$832.32,OFFICE,CHAIR,1995,1,Jan,JAN95
U.S.A.,California,,"$2,087.60","$2,611.20",OFFICE,CHAIR,1995,1,Feb,FEB95
U.S.A.,California,,"$2,687.36","$2,484.72",OFFICE,CHAIR,1995,1,Mar,MAR95
U.S.A.,California,,$544.00,"$2,695.52",OFFICE,CHAIR,1995,2,Apr,APR95
U.S.A.,California,,"$1,207.68","$1,855.04",OFFICE,CHAIR,1995,2,May,MAY95
U.S.A.,California,,"$1,553.12",$852.72,OFFICE,CHAIR,1995,2,Jun,JUN95
U.S.A.,California,,"$1,717.68","$1,519.12",OFFICE,CHAIR,1995,3,Jul,JUL95
U.S.A.,California,,$873.12,$519.52,OFFICE,CHAIR,1995,3,Aug,AUG95
U.S.A.,California,,$39.44,$564.40,OFFICE,CHAIR,1995,3,Sep,SEP95
U.S.A.,California,,$437.92,"$1,593.92",OFFICE,CHAIR,1995,4,Oct,OCT95
U.S.A.,California,,"$1,385.84","$2,052.24",OFFICE,CHAIR,1995,4,Nov,NOV95
U.S.A.,California,,"$1,177.76",$403.92,OFFICE,CHAIR,1995,4,Dec,DEC95
U.S.A.,California,,"$2,457.52",$656.88,OFFICE,DESK,1995,1,Jan,JAN95
U.S.A.,California,,$733.04,$413.44,OFFICE,DESK,1995,1,Feb,FEB95
U.S.A.,California,,"$2,695.52","$2,258.96",OFFICE,DESK,1995,1,Mar,MAR95
U.S.A.,California,,"$1,350.48","$1,781.60",OFFICE,DESK,1995,2,Apr,APR95
U.S.A.,California,,"$2,491.52","$1,516.40",OFFICE,DESK,1995,2,May,MAY95
U.S.A.,California,,$682.72,"$1,282.48",OFFICE,DESK,1995,2,Jun,JUN95
U.S.A.,California,,"$1,902.64","$1,395.36",OFFICE,DESK,1995,3,Jul,JUL95
U.S.A.,California,,"$1,978.80",$996.88,OFFICE,DESK,1995,3,Aug,AUG95
U.S.A.,California,,"$1,585.76",$257.04,OFFICE,DESK,1995,3,Sep,SEP95
U.S.A.,California,,$871.76,$307.36,OFFICE,DESK,1995,4,Oct,OCT95
U.S.A.,California,,$884.00,"$2,359.60",OFFICE,DESK,1995,4,Nov,NOV95
U.S.A.,California,,"$2,715.92",$656.88,OFFICE,DESK,1995,4,Dec,DEC95
U.S.A.,California,,$55.76,"$2,516.00",FURNITURE,SOFA,1995,1,Jan,JAN95
U.S.A.,California,,"$1,632.00","$2,106.64",FURNITURE,SOFA,1995,1,Feb,FEB95
U.S.A.,California,,$753.44,"$1,417.12",FURNITURE,SOFA,1995,1,Mar,MAR95
U.S.A.,California,,$527.68,$278.80,FURNITURE,SOFA,1995,2,Apr,APR95
U.S.A.,California,,$307.36,"$2,453.44",FURNITURE,SOFA,1995,2,May,MAY95
U.S.A.,California,,"$2,590.80","$1,044.48",FURNITURE,SOFA,1995,2,Jun,JUN95
U.S.A.,California,,"$2,216.80",$331.84,FURNITURE,SOFA,1995,3,Jul,JUL95
U.S.A.,California,,"$1,225.36","$1,663.28",FURNITURE,SOFA,1995,3,Aug,AUG95
U.S.A.,California,,"$1,490.56","$2,751.28",FURNITURE,SOFA,1995,3,Sep,SEP95
U.S.A.,California,,$28.56,"$2,369.12",FURNITURE,SOFA,1995,4,Oct,OCT95
U.S.A.,California,,$214.88,$636.48,FURNITURE,SOFA,1995,4,Nov,NOV95
U.S.A.,California,,"$1,946.16",$248.88,FURNITURE,SOFA,1995,4,Dec,DEC95
U.S.A.,California,,"$2,509.20",$4.08,FURNITURE,BED,1995,1,Jan,JAN95
U.S.A.,California,,$378.08,"$2,088.96",FURNITURE,BED,1995,1,Feb,FEB95
U.S.A.,California,,$394.40,"$1,776.16",FURNITURE,BED,1995,1,Mar,MAR95
U.S.A.,California,,$991.44,"$2,662.88",FURNITURE,BED,1995,2,Apr,APR95
U.S.A.,California,,$231.20,"$1,283.84",FURNITURE,BED,1995,2,May,MAY95
U.S.A.,California,,$27.20,"$1,147.84",FURNITURE,BED,1995,2,Jun,JUN95
U.S.A.,California,,"$1,523.20","$1,349.12",FURNITURE,BED,1995,3,Jul,JUL95
U.S.A.,California,,$582.08,"$1,761.20",FURNITURE,BED,1995,3,Aug,AUG95
U.S.A.,California,,"$2,161.04","$1,033.60",FURNITURE,BED,1995,3,Sep,SEP95
U.S.A.,California,,$796.96,"$2,875.04",FURNITURE,BED,1995,4,Oct,OCT95
U.S.A.,California,,$847.28,"$1,728.56",FURNITURE,BED,1995,4,Nov,NOV95
U.S.A.,California,,"$2,022.32","$1,447.04",FURNITURE,BED,1995,4,Dec,DEC95
U.S.A.,California,,$505.92,$363.12,OFFICE,CHAIR,1995,1,Jan,JAN95
U.S.A.,California,,$539.92,$864.96,OFFICE,CHAIR,1995,1,Feb,FEB95
U.S.A.,California,,$55.76,"$1,782.96",OFFICE,CHAIR,1995,1,Mar,MAR95
U.S.A.,California,,"$2,148.80","$2,195.04",OFFICE,CHAIR,1995,2,Apr,APR95
U.S.A.,California,,$171.36,$229.84,OFFICE,CHAIR,1995,2,May,MAY95
U.S.A.,California,,$520.88,"$1,238.96",OFFICE,CHAIR,1995,2,Jun,JUN95
U.S.A.,California,,$398.48,"$2,288.88",OFFICE,CHAIR,1995,3,Jul,JUL95
U.S.A.,California,,"$1,277.04","$1,240.32",OFFICE,CHAIR,1995,3,Aug,AUG95
U.S.A.,California,,$829.60,"$2,734.96",OFFICE,CHAIR,1995,3,Sep,SEP95
U.S.A.,California,,$811.92,"$1,572.16",OFFICE,CHAIR,1995,4,Oct,OCT95
U.S.A.,California,,"$1,365.44","$1,321.92",OFFICE,CHAIR,1995,4,Nov,NOV95
U.S.A.,California,,$957.44,"$1,793.84",OFFICE,CHAIR,1995,4,Dec,DEC95
U.S.A.,California,,"$2,634.32","$2,537.76",OFFICE,DESK,1995,1,Jan,JAN95
U.S.A.,California,,"$1,935.28",$809.20,OFFICE,DESK,1995,1,Feb,FEB95
U.S.A.,California,,"$1,891.76","$1,894.48",OFFICE,DESK,1995,1,Mar,MAR95
U.S.A.,California,,"$2,059.04",$76.16,OFFICE,DESK,1995,2,Apr,APR95
U.S.A.,California,,"$1,920.32",$416.16,OFFICE,DESK,1995,2,May,MAY95
U.S.A.,California,,"$1,614.32","$1,340.96",OFFICE,DESK,1995,2,Jun,JUN95
U.S.A.,California,,$427.04,$122.40,OFFICE,DESK,1995,3,Jul,JUL95
U.S.A.,California,,"$2,018.24","$1,566.72",OFFICE,DESK,1995,3,Aug,AUG95
U.S.A.,California,,"$1,581.68","$2,430.32",OFFICE,DESK,1995,3,Sep,SEP95
U.S.A.,California,,"$2,559.52","$2,336.48",OFFICE,DESK,1995,4,Oct,OCT95
U.S.A.,California,,"$2,310.64",$903.04,OFFICE,DESK,1995,4,Nov,NOV95
U.S.A.,California,,$708.56,"$1,976.08",OFFICE,DESK,1995,4,Dec,DEC95
U.S.A.,California,,"$1,905.36",$750.72,FURNITURE,SOFA,1995,1,Jan,JAN95
U.S.A.,California,,"$1,345.04",$576.64,FURNITURE,SOFA,1995,1,Feb,FEB95
U.S.A.,California,,$969.68,"$1,804.72",FURNITURE,SOFA,1995,1,Mar,MAR95
U.S.A.,California,,$714.00,$338.64,FURNITURE,SOFA,1995,2,Apr,APR95
U.S.A.,California,,$473.28,"$1,428.00",FURNITURE,SOFA,1995,2,May,MAY95
U.S.A.,California,,"$2,080.80","$1,037.68",FURNITURE,SOFA,1995,2,Jun,JUN95
U.S.A.,California,,"$1,524.56","$2,608.48",FURNITURE,SOFA,1995,3,Jul,JUL95
U.S.A.,California,,"$2,698.24",$605.20,FURNITURE,SOFA,1995,3,Aug,AUG95
U.S.A.,California,,$382.16,"$2,771.68",FURNITURE,SOFA,1995,3,Sep,SEP95
U.S.A.,California,,"$1,418.48","$1,649.68",FURNITURE,SOFA,1995,4,Oct,OCT95
U.S.A.,California,,$553.52,"$2,091.68",FURNITURE,SOFA,1995,4,Nov,NOV95
U.S.A.,California,,"$1,791.12","$2,883.20",FURNITURE,SOFA,1995,4,Dec,DEC95
U.S.A.,California,,"$2,268.48","$1,192.72",FURNITURE,BED,1995,1,Jan,JAN95
U.S.A.,California,,$270.64,"$2,509.20",FURNITURE,BED,1995,1,Feb,FEB95
U.S.A.,California,,$850.00,"$1,188.64",FURNITURE,BED,1995,1,Mar,MAR95
U.S.A.,California,,$975.12,"$1,608.88",FURNITURE,BED,1995,2,Apr,APR95
U.S.A.,California,,"$1,747.60",$340.00,FURNITURE,BED,1995,2,May,MAY95
U.S.A.,California,,$51.68,"$1,335.52",FURNITURE,BED,1995,2,Jun,JUN95
U.S.A.,California,,"$1,940.72","$2,254.88",FURNITURE,BED,1995,3,Jul,JUL95
U.S.A.,California,,$168.64,"$1,909.44",FURNITURE,BED,1995,3,Aug,AUG95
U.S.A.,California,,"$1,402.16","$1,908.08",FURNITURE,BED,1995,3,Sep,SEP95
U.S.A.,California,,"$1,549.04","$2,517.36",FURNITURE,BED,1995,4,Oct,OCT95
U.S.A.,California,,"$2,235.84",$87.04,FURNITURE,BED,1995,4,Nov,NOV95
U.S.A.,California,,"$1,345.04",$31.28,FURNITURE,BED,1995,4,Dec,DEC95
U.S.A.,California,,$100.64,"$1,523.20",OFFICE,CHAIR,1995,1,Jan,JAN95
U.S.A.,California,,"$2,484.72","$1,309.68",OFFICE,CHAIR,1995,1,Feb,FEB95
U.S.A.,California,,$922.08,"$1,150.56",OFFICE,CHAIR,1995,1,Mar,MAR95
U.S.A.,California,,"$1,553.12",$493.68,OFFICE,CHAIR,1995,2,Apr,APR95
U.S.A.,California,,"$1,611.60","$1,996.48",OFFICE,CHAIR,1995,2,May,MAY95
U.S.A.,California,,$100.64,"$2,333.76",OFFICE,CHAIR,1995,2,Jun,JUN95
U.S.A.,California,,"$2,189.60",$705.84,OFFICE,CHAIR,1995,3,Jul,JUL95
U.S.A.,California,,"$1,285.20","$2,446.64",OFFICE,CHAIR,1995,3,Aug,AUG95
U.S.A.,California,,"$1,028.16",$280.16,OFFICE,CHAIR,1995,3,Sep,SEP95
U.S.A.,California,,"$1,081.20","$1,089.36",OFFICE,CHAIR,1995,4,Oct,OCT95
U.S.A.,California,,$397.12,$949.28,OFFICE,CHAIR,1995,4,Nov,NOV95
U.S.A.,California,,$996.88,"$2,593.52",OFFICE,CHAIR,1995,4,Dec,DEC95
U.S.A.,California,,$32.64,"$2,136.56",OFFICE,DESK,1995,1,Jan,JAN95
U.S.A.,California,,$227.12,"$2,121.60",OFFICE,DESK,1995,1,Feb,FEB95
U.S.A.,California,,$594.32,$70.72,OFFICE,DESK,1995,1,Mar,MAR95
U.S.A.,California,,"$2,026.40","$1,758.48",OFFICE,DESK,1995,2,Apr,APR95
U.S.A.,California,,"$2,015.52","$1,067.60",OFFICE,DESK,1995,2,May,MAY95
U.S.A.,California,,"$1,360.00",$288.32,OFFICE,DESK,1995,2,Jun,JUN95
U.S.A.,California,,"$1,394.00",$953.36,OFFICE,DESK,1995,3,Jul,JUL95
U.S.A.,California,,"$1,354.56",$987.36,OFFICE,DESK,1995,3,Aug,AUG95
U.S.A.,California,,$282.88,"$1,923.04",OFFICE,DESK,1995,3,Sep,SEP95
U.S.A.,California,,$522.24,"$1,942.08",OFFICE,DESK,1995,4,Oct,OCT95
U.S.A.,California,,$262.48,"$2,807.04",OFFICE,DESK,1995,4,Nov,NOV95
U.S.A.,California,,"$1,598.00","$2,035.92",OFFICE,DESK,1995,4,Dec,DEC95
U.S.A.,California,,"$1,791.12","$1,825.12",FURNITURE,SOFA,1995,1,Jan,JAN95
U.S.A.,California,,$739.84,"$1,064.88",FURNITURE,SOFA,1995,1,Feb,FEB95
U.S.A.,California,,"$1,071.68",$605.20,FURNITURE,SOFA,1995,1,Mar,MAR95
U.S.A.,California,,"$2,273.92","$2,907.68",FURNITURE,SOFA,1995,2,Apr,APR95
U.S.A.,California,,"$2,608.48","$2,122.96",FURNITURE,SOFA,1995,2,May,MAY95
U.S.A.,California,,$257.04,$961.52,FURNITURE,SOFA,1995,2,Jun,JUN95
U.S.A.,California,,"$2,728.16",$635.12,FURNITURE,SOFA,1995,3,Jul,JUL95
U.S.A.,California,,"$2,626.16","$1,234.88",FURNITURE,SOFA,1995,3,Aug,AUG95
U.S.A.,California,,"$2,029.12","$2,325.60",FURNITURE,SOFA,1995,3,Sep,SEP95
U.S.A.,California,,$952.00,"$1,848.24",FURNITURE,SOFA,1995,4,Oct,OCT95
U.S.A.,California,,$764.32,"$1,732.64",FURNITURE,SOFA,1995,4,Nov,NOV95
U.S.A.,California,,"$1,512.32","$1,875.44",FURNITURE,SOFA,1995,4,Dec,DEC95
U.S.A.,California,,$499.12,"$1,615.68",FURNITURE,BED,1995,1,Jan,JAN95
U.S.A.,California,,"$2,346.00","$2,550.00",FURNITURE,BED,1995,1,Feb,FEB95
U.S.A.,California,,"$2,752.64",$544.00,FURNITURE,BED,1995,1,Mar,MAR95
U.S.A.,California,,$913.92,$621.52,FURNITURE,BED,1995,2,Apr,APR95
U.S.A.,California,,$897.60,$376.72,FURNITURE,BED,1995,2,May,MAY95
U.S.A.,California,,$391.68,"$2,196.40",FURNITURE,BED,1995,2,Jun,JUN95
U.S.A.,California,,$420.24,"$2,718.64",FURNITURE,BED,1995,3,Jul,JUL95
U.S.A.,California,,"$2,162.40",$375.36,FURNITURE,BED,1995,3,Aug,AUG95
U.S.A.,California,,$428.40,$228.48,FURNITURE,BED,1995,3,Sep,SEP95
U.S.A.,California,,"$2,434.40",$501.84,FURNITURE,BED,1995,4,Oct,OCT95
U.S.A.,California,,"$1,092.08","$2,093.04",FURNITURE,BED,1995,4,Nov,NOV95
U.S.A.,California,,"$2,517.36","$2,480.64",FURNITURE,BED,1995,4,Dec,DEC95
U.S.A.,California,,"$1,436.16","$1,447.04",OFFICE,CHAIR,1995,1,Jan,JAN95
U.S.A.,California,,"$2,416.72",$168.64,OFFICE,CHAIR,1995,1,Feb,FEB95
U.S.A.,California,,"$2,103.92","$1,282.48",OFFICE,CHAIR,1995,1,Mar,MAR95
U.S.A.,California,,"$1,954.32",$690.88,OFFICE,CHAIR,1995,2,Apr,APR95
U.S.A.,California,,$217.60,"$2,108.00",OFFICE,CHAIR,1995,2,May,MAY95
U.S.A.,California,,$515.44,"$1,164.16",OFFICE,CHAIR,1995,2,Jun,JUN95
U.S.A.,California,,$288.32,"$2,566.32",OFFICE,CHAIR,1995,3,Jul,JUL95
U.S.A.,California,,$530.40,"$1,350.48",OFFICE,CHAIR,1995,3,Aug,AUG95
U.S.A.,California,,$115.60,"$1,929.84",OFFICE,CHAIR,1995,3,Sep,SEP95
U.S.A.,California,,$184.96,"$1,996.48",OFFICE,CHAIR,1995,4,Oct,OCT95
U.S.A.,California,,"$1,780.24","$2,838.32",OFFICE,CHAIR,1995,4,Nov,NOV95
U.S.A.,California,,"$2,122.96","$2,777.12",OFFICE,CHAIR,1995,4,Dec,DEC95
U.S.A.,California,,"$1,758.48","$2,526.88",OFFICE,DESK,1995,1,Jan,JAN95
U.S.A.,California,,"$1,466.08","$1,784.32",OFFICE,DESK,1995,1,Feb,FEB95
U.S.A.,California,,"$1,874.08",$131.92,OFFICE,DESK,1995,1,Mar,MAR95
U.S.A.,California,,"$2,385.44",$258.40,OFFICE,DESK,1995,2,Apr,APR95
U.S.A.,California,,"$1,660.56",$824.16,OFFICE,DESK,1995,2,May,MAY95
U.S.A.,California,,$102.00,$9.52,OFFICE,DESK,1995,2,Jun,JUN95
U.S.A.,California,,$783.36,"$1,871.36",OFFICE,DESK,1995,3,Jul,JUL95
U.S.A.,California,,$191.76,"$2,352.80",OFFICE,DESK,1995,3,Aug,AUG95
U.S.A.,California,,"$2,730.88","$1,602.08",OFFICE,DESK,1995,3,Sep,SEP95
U.S.A.,California,,"$2,124.32","$2,603.04",OFFICE,DESK,1995,4,Oct,OCT95
U.S.A.,California,,$969.68,"$2,325.60",OFFICE,DESK,1995,4,Nov,NOV95
U.S.A.,California,,"$1,093.44","$1,373.60",OFFICE,DESK,1995,4,Dec,DEC95
U.S.A.,California,,"$1,366.80","$1,838.72",FURNITURE,SOFA,1995,1,Jan,JAN95
U.S.A.,California,,"$1,381.76","$2,355.52",FURNITURE,SOFA,1995,1,Feb,FEB95
U.S.A.,California,,$240.72,$361.76,FURNITURE,SOFA,1995,1,Mar,MAR95
U.S.A.,California,,$749.36,"$1,705.44",FURNITURE,SOFA,1995,2,Apr,APR95
U.S.A.,California,,"$2,544.56","$2,159.68",FURNITURE,SOFA,1995,2,May,MAY95
U.S.A.,California,,"$2,128.40",$129.20,FURNITURE,SOFA,1995,2,Jun,JUN95
U.S.A.,California,,"$1,467.44",$199.92,FURNITURE,SOFA,1995,3,Jul,JUL95
U.S.A.,California,,$573.92,$728.96,FURNITURE,SOFA,1995,3,Aug,AUG95
U.S.A.,California,,$238.00,"$2,112.08",FURNITURE,SOFA,1995,3,Sep,SEP95
U.S.A.,California,,"$2,490.16",$123.76,FURNITURE,SOFA,1995,4,Oct,OCT95
U.S.A.,California,,"$1,630.64",$133.28,FURNITURE,SOFA,1995,4,Nov,NOV95
U.S.A.,California,,$607.92,"$1,192.72",FURNITURE,SOFA,1995,4,Dec,DEC95
U.S.A.,California,,"$1,077.12","$1,195.44",FURNITURE,BED,1995,1,Jan,JAN95
U.S.A.,California,,"$1,183.20",$926.16,FURNITURE,BED,1995,1,Feb,FEB95
U.S.A.,California,,"$1,410.32","$2,714.56",FURNITURE,BED,1995,1,Mar,MAR95
U.S.A.,California,,"$1,305.60","$1,686.40",FURNITURE,BED,1995,2,Apr,APR95
U.S.A.,California,,"$2,605.76","$2,574.48",FURNITURE,BED,1995,2,May,MAY95
U.S.A.,California,,"$2,414.00","$1,467.44",FURNITURE,BED,1995,2,Jun,JUN95
U.S.A.,California,,$714.00,$34.00,FURNITURE,BED,1995,3,Jul,JUL95
U.S.A.,California,,"$2,360.96","$1,478.32",FURNITURE,BED,1995,3,Aug,AUG95
U.S.A.,California,,"$1,247.12","$1,716.32",FURNITURE,BED,1995,3,Sep,SEP95
U.S.A.,California,,"$1,139.68",$999.60,FURNITURE,BED,1995,4,Oct,OCT95
U.S.A.,California,,"$2,521.44","$2,518.72",FURNITURE,BED,1995,4,Nov,NOV95
U.S.A.,California,,"$2,147.44","$2,669.68",FURNITURE,BED,1995,4,Dec,DEC95
U.S.A.,California,,"$1,611.60",$886.72,OFFICE,CHAIR,1995,1,Jan,JAN95
U.S.A.,California,,$741.20,"$2,114.80",OFFICE,CHAIR,1995,1,Feb,FEB95
U.S.A.,California,,$519.52,"$1,523.20",OFFICE,CHAIR,1995,1,Mar,MAR95
U.S.A.,California,,$641.92,"$2,054.96",OFFICE,CHAIR,1995,2,Apr,APR95
U.S.A.,California,,"$2,660.16",$730.32,OFFICE,CHAIR,1995,2,May,MAY95
U.S.A.,California,,"$2,669.68","$2,511.92",OFFICE,CHAIR,1995,2,Jun,JUN95
U.S.A.,California,,"$2,197.76","$1,210.40",OFFICE,CHAIR,1995,3,Jul,JUL95
U.S.A.,California,,"$1,052.64",$881.28,OFFICE,CHAIR,1995,3,Aug,AUG95
U.S.A.,California,,$767.04,"$2,669.68",OFFICE,CHAIR,1995,3,Sep,SEP95
U.S.A.,California,,"$2,607.12","$2,656.08",OFFICE,CHAIR,1995,4,Oct,OCT95
U.S.A.,California,,"$2,325.60",$73.44,OFFICE,CHAIR,1995,4,Nov,NOV95
U.S.A.,California,,"$2,087.60","$1,530.00",OFFICE,CHAIR,1995,4,Dec,DEC95
U.S.A.,California,,$435.20,$913.92,OFFICE,DESK,1995,1,Jan,JAN95
U.S.A.,California,,"$2,069.92","$1,602.08",OFFICE,DESK,1995,1,Feb,FEB95
U.S.A.,California,,"$2,389.52",$538.56,OFFICE,DESK,1995,1,Mar,MAR95
U.S.A.,California,,"$1,361.36",$507.28,OFFICE,DESK,1995,2,Apr,APR95
U.S.A.,California,,"$2,596.24","$2,234.48",OFFICE,DESK,1995,2,May,MAY95
U.S.A.,California,,"$1,122.00","$2,804.32",OFFICE,DESK,1995,2,Jun,JUN95
U.S.A.,California,,"$1,769.36","$1,519.12",OFFICE,DESK,1995,3,Jul,JUL95
U.S.A.,California,,$705.84,$986.00,OFFICE,DESK,1995,3,Aug,AUG95
U.S.A.,California,,"$2,618.00","$1,608.88",OFFICE,DESK,1995,3,Sep,SEP95
U.S.A.,California,,"$1,732.64","$1,702.72",OFFICE,DESK,1995,4,Oct,OCT95
U.S.A.,California,,$932.96,"$2,872.32",OFFICE,DESK,1995,4,Nov,NOV95
